goods_no,count,percent,_tc
1106874355,75480,0.020974,359875560
1134347482,75328,0.020932,359875560
1131196701,75096,0.020867,359875560
12490820,75094,0.020867,359875560
9922744,74822,0.020791,359875560
1102653123,74816,0.020789,359875560
12473946,74752,0.020772,359875560
1132869939,74714,0.020761,359875560
1132314688,74648,0.020743,359875560
12495794,74566,0.02072,359875560
1133689964,74274,0.020639,359875560
1105722226,73932,0.020544,359875560
1132671929,73468,0.020415,359875560
1131404412,73440,0.020407,359875560
12504259,73374,0.020389,359875560
1132679900,73004,0.020286,359875560
12495515,72980,0.020279,359875560
1131487033,72874,0.02025,359875560
1074743077,72790,0.020226,359875560
1132920500,72490,0.020143,359875560
12503903,72352,0.020105,359875560
12493945,72334,0.0201,359875560
1129137052,72254,0.020077,359875560
1118918025,71984,0.020002,359875560
12499870,71576,0.019889,359875560
1132098212,71416,0.019845,359875560
1130481112,71380,0.019835,359875560
12504121,71090,0.019754,359875560
1132538217,70562,0.019607,359875560
1132263740,69946,0.019436,359875560
12495783,69864,0.019413,359875560
1132312589,69730,0.019376,359875560
1131503635,69618,0.019345,359875560
12501704,69318,0.019262,359875560
1085549358,69202,0.019229,359875560
1132285367,69114,0.019205,359875560
1130527892,68858,0.019134,359875560
1133905386,68668,0.019081,359875560
12479714,68514,0.019038,359875560
12487488,68494,0.019033,359875560
1126277247,68370,0.018998,359875560
12488693,68332,0.018988,359875560
1116700023,68028,0.018903,359875560
12503344,67740,0.018823,359875560
1129142709,67710,0.018815,359875560
12463449,67664,0.018802,359875560
12503833,67470,0.018748,359875560
12502780,67450,0.018743,359875560
1115706556,67364,0.018719,359875560
12502625,67026,0.018625,359875560
12499956,67012,0.018621,359875560
1129926351,66826,0.018569,359875560
1133936362,66732,0.018543,359875560
1097481834,66650,0.01852,359875560
1075510216,66636,0.018516,359875560
1113748271,66444,0.018463,359875560
12498592,66412,0.018454,359875560
12503787,66080,0.018362,359875560
1129656325,65760,0.018273,359875560
1132249958,65632,0.018237,359875560
12493143,65416,0.018177,359875560
12490070,65058,0.018078,359875560
1065536120,64886,0.01803,359875560
10018714,64610,0.017953,359875560
1130780273,64546,0.017936,359875560
12493783,64510,0.017926,359875560
12480001,64142,0.017823,359875560
1063213133,64078,0.017806,359875560
1132687500,64064,0.017802,359875560
1119442029,64008,0.017786,359875560
1117292498,63940,0.017767,359875560
1129834506,63728,0.017708,359875560
1130467489,63608,0.017675,359875560
1068298691,63606,0.017674,359875560
1081980814,63584,0.017668,359875560
1121426735,63544,0.017657,359875560
12496715,63408,0.017619,359875560
1126441100,63394,0.017616,359875560
12489611,63208,0.017564,359875560
12498499,63104,0.017535,359875560
12493764,62850,0.017464,359875560
1125771520,62694,0.017421,359875560
1124672089,62678,0.017417,359875560
8336056,62466,0.017358,359875560
1068072774,62442,0.017351,359875560
12495748,62120,0.017262,359875560
12489139,62056,0.017244,359875560
12488700,61976,0.017222,359875560
12504018,61820,0.017178,359875560
1121431568,61594,0.017115,359875560
1132705348,61348,0.017047,359875560
12488556,61292,0.017031,359875560
1091795009,61232,0.017015,359875560
12503875,61190,0.017003,359875560
1132480598,61096,0.016977,359875560
12497855,60972,0.016943,359875560
1079983553,60866,0.016913,359875560
1130009534,60758,0.016883,359875560
1132527107,60386,0.01678,359875560
1115734360,60330,0.016764,359875560
12502664,59906,0.016646,359875560
1128575969,59838,0.016627,359875560
1129201206,59796,0.016616,359875560
1106189605,59558,0.01655,359875560
1127419564,59518,0.016538,359875560
1039583249,59140,0.016433,359875560
1132290151,59126,0.01643,359875560
1103119691,59082,0.016417,359875560
12495793,59018,0.0164,359875560
12499700,58994,0.016393,359875560
1101392219,58932,0.016376,359875560
1129847520,58874,0.01636,359875560
1132515419,58850,0.016353,359875560
1130970275,58752,0.016326,359875560
1132094260,58710,0.016314,359875560
1130935013,58658,0.0163,359875560
1080048937,58524,0.016262,359875560
1130566822,58432,0.016237,359875560
1117489916,58292,0.016198,359875560
1132468333,57900,0.016089,359875560
1073391359,57848,0.016074,359875560
1131247380,57638,0.016016,359875560
1130767453,57600,0.016006,359875560
1079958531,57560,0.015994,359875560
1115448786,57528,0.015986,359875560
1089242987,57420,0.015956,359875560
1095152391,57142,0.015878,359875560
12458627,57018,0.015844,359875560
12504060,56976,0.015832,359875560
1129171273,56922,0.015817,359875560
1133707404,56796,0.015782,359875560
1130979994,56078,0.015583,359875560
12499868,55756,0.015493,359875560
1086639956,55554,0.015437,359875560
1094103100,55444,0.015406,359875560
1107837912,55426,0.015401,359875560
12139280,55342,0.015378,359875560
1059329912,55302,0.015367,359875560
1132694803,55176,0.015332,359875560
1132510245,55162,0.015328,359875560
1126242614,55110,0.015314,359875560
1124347853,55076,0.015304,359875560
1104119878,54958,0.015271,359875560
1122557221,54944,0.015267,359875560
1102896871,54900,0.015255,359875560
1113568801,54586,0.015168,359875560
1068832645,54040,0.015016,359875560
1132864246,53932,0.014986,359875560
12500906,53926,0.014985,359875560
1101897513,53918,0.014982,359875560
1104279847,53894,0.014976,359875560
1132720684,53870,0.014969,359875560
12498355,53792,0.014947,359875560
12484104,53752,0.014936,359875560
12498024,53746,0.014935,359875560
1101868794,53704,0.014923,359875560
1071939034,53596,0.014893,359875560
1132271498,53448,0.014852,359875560
12495102,53348,0.014824,359875560
1129633846,53324,0.014817,359875560
1089770314,53278,0.014805,359875560
1133431529,53254,0.014798,359875560
12501853,53194,0.014781,359875560
12488369,53152,0.01477,359875560
1114267190,53134,0.014765,359875560
12502246,53004,0.014728,359875560
1051751647,52906,0.014701,359875560
1025041134,52760,0.014661,359875560
1124354982,52488,0.014585,359875560
1091945692,52178,0.014499,359875560
12481302,52142,0.014489,359875560
1094190002,52110,0.01448,359875560
12496428,51994,0.014448,359875560
1082364855,51878,0.014416,359875560
1101720434,51740,0.014377,359875560
1095294060,51490,0.014308,359875560
1133886990,51426,0.01429,359875560
1121351769,51234,0.014237,359875560
1129709401,51226,0.014234,359875560
1129833159,51040,0.014183,359875560
1122915377,51026,0.014179,359875560
1132714820,50838,0.014127,359875560
1113567440,50838,0.014127,359875560
1105105771,50750,0.014102,359875560
12494175,50702,0.014089,359875560
10071852,50562,0.01405,359875560
1064234836,50504,0.014034,359875560
1132249053,50500,0.014033,359875560
12500993,50344,0.013989,359875560
12492901,50280,0.013971,359875560
1122374316,50276,0.01397,359875560
1096133743,50242,0.013961,359875560
12491849,50198,0.013949,359875560
1132694578,50112,0.013925,359875560
1132285423,50094,0.01392,359875560
12477682,50056,0.013909,359875560
1104309214,50022,0.0139,359875560
12497843,50010,0.013896,359875560
1066522200,49980,0.013888,359875560
1008754411,49934,0.013875,359875560
1131207869,49848,0.013851,359875560
1131205915,49824,0.013845,359875560
1132516453,49754,0.013825,359875560
12497771,49676,0.013804,359875560
12504103,49442,0.013739,359875560
12464564,49366,0.013718,359875560
12495796,49202,0.013672,359875560
1115645247,49164,0.013661,359875560
1092957747,49146,0.013656,359875560
1132089877,49002,0.013616,359875560
1105220605,48872,0.01358,359875560
1130795898,48850,0.013574,359875560
1075165909,48798,0.01356,359875560
1131209862,48788,0.013557,359875560
7569212,48784,0.013556,359875560
1081205406,48624,0.013511,359875560
1133460520,48480,0.013471,359875560
1132711349,47888,0.013307,359875560
1005838690,47770,0.013274,359875560
1132504760,47724,0.013261,359875560
1083311347,47694,0.013253,359875560
1129907315,47478,0.013193,359875560
1104876428,47414,0.013175,359875560
12493660,47412,0.013175,359875560
1132528651,47380,0.013166,359875560
1035665556,47328,0.013151,359875560
1129621126,47220,0.013121,359875560
1133472251,47098,0.013087,359875560
1125765788,47084,0.013083,359875560
1130527161,47054,0.013075,359875560
1127260890,47020,0.013066,359875560
1085678616,47014,0.013064,359875560
12502641,46992,0.013058,359875560
1109611740,46938,0.013043,359875560
12496068,46886,0.013028,359875560
1131501286,46622,0.012955,359875560
1115484389,46478,0.012915,359875560
1104967880,46350,0.012879,359875560
1106028239,46344,0.012878,359875560
1133954173,45960,0.012771,359875560
12495903,45880,0.012749,359875560
1040550118,45768,0.012718,359875560
10107921,45752,0.012713,359875560
1071352933,45736,0.012709,359875560
1111353130,45734,0.012708,359875560
1133861722,45730,0.012707,359875560
12501835,45694,0.012697,359875560
1129210847,45614,0.012675,359875560
1127721362,45550,0.012657,359875560
1127694835,45374,0.012608,359875560
1113695513,45330,0.012596,359875560
12503473,45302,0.012588,359875560
1124545826,45246,0.012573,359875560
1085883300,45242,0.012572,359875560
12503826,45226,0.012567,359875560
1124347693,45168,0.012551,359875560
12502094,45126,0.012539,359875560
1128940346,45114,0.012536,359875560
1129612775,44972,0.012497,359875560
12499860,44964,0.012494,359875560
1117351628,44958,0.012493,359875560
1060404984,44868,0.012468,359875560
1092761944,44862,0.012466,359875560
1132920818,44842,0.01246,359875560
1130935010,44752,0.012435,359875560
12486583,44722,0.012427,359875560
1027268582,44634,0.012403,359875560
1109850082,44618,0.012398,359875560
1037559300,44572,0.012385,359875560
1132135655,44532,0.012374,359875560
1130467707,44362,0.012327,359875560
12496066,44358,0.012326,359875560
1129982559,44342,0.012321,359875560
1124602265,44342,0.012321,359875560
12502677,44222,0.012288,359875560
1063321347,44172,0.012274,359875560
12501631,44106,0.012256,359875560
1134073565,44076,0.012248,359875560
1132084758,44008,0.012229,359875560
1129838039,44008,0.012229,359875560
12502837,43950,0.012213,359875560
1090127792,43778,0.012165,359875560
1073160890,43702,0.012144,359875560
12493639,43698,0.012143,359875560
12495900,43652,0.01213,359875560
12490726,43626,0.012123,359875560
1122350080,43580,0.01211,359875560
1113567441,43536,0.012098,359875560
1124612139,43438,0.01207,359875560
12491130,43424,0.012066,359875560
12503887,43384,0.012055,359875560
1129706393,43298,0.012031,359875560
12502278,43214,0.012008,359875560
12498204,43194,0.012002,359875560
12504333,43104,0.011977,359875560
1124672095,43074,0.011969,359875560
12504010,43072,0.011969,359875560
12499350,43040,0.01196,359875560
12479756,42938,0.011931,359875560
1122369174,42866,0.011911,359875560
1133445372,42822,0.011899,359875560
12496081,42788,0.01189,359875560
12488538,42656,0.011853,359875560
1091051884,42628,0.011845,359875560
1132495760,42552,0.011824,359875560
1131239205,42404,0.011783,359875560
12492162,42138,0.011709,359875560
1132951308,41948,0.011656,359875560
1130467787,41902,0.011643,359875560
1105078322,41872,0.011635,359875560
12492160,41846,0.011628,359875560
1132331648,41776,0.011608,359875560
12491330,41666,0.011578,359875560
12503788,41654,0.011575,359875560
12503059,41594,0.011558,359875560
1124541057,41572,0.011552,359875560
12501583,41488,0.011528,359875560
1000759582,41482,0.011527,359875560
1130519276,41480,0.011526,359875560
1071567378,41466,0.011522,359875560
12504225,41224,0.011455,359875560
1092773394,41218,0.011453,359875560
12493159,41174,0.011441,359875560
12433129,41118,0.011426,359875560
1098134542,41098,0.01142,359875560
1096015515,41052,0.011407,359875560
1129659889,41040,0.011404,359875560
1132311224,40828,0.011345,359875560
1113567444,40768,0.011328,359875560
1131254259,40758,0.011326,359875560
1080931010,40730,0.011318,359875560
12499216,40712,0.011313,359875560
1130749705,40690,0.011307,359875560
1087939210,40600,0.011282,359875560
1128000268,40594,0.01128,359875560
12496087,40592,0.011279,359875560
1128970796,40566,0.011272,359875560
1131247512,40554,0.011269,359875560
1070016563,40442,0.011238,359875560
1131043255,40314,0.011202,359875560
1131145968,40250,0.011184,359875560
1129448464,40204,0.011172,359875560
12480430,40124,0.011149,359875560
1129487477,40124,0.011149,359875560
1068485134,40100,0.011143,359875560
1101456102,40054,0.01113,359875560
1131444876,40032,0.011124,359875560
1109852178,39968,0.011106,359875560
1134851606,39956,0.011103,359875560
12481236,39796,0.011058,359875560
12504013,39740,0.011043,359875560
1127735140,39630,0.011012,359875560
1133472212,39482,0.010971,359875560
1130702506,39426,0.010955,359875560
1130539458,39424,0.010955,359875560
1107101441,39340,0.010932,359875560
12493852,39256,0.010908,359875560
12485600,39252,0.010907,359875560
1122571255,39248,0.010906,359875560
4055435,39194,0.010891,359875560
1130709432,39082,0.01086,359875560
12494630,38858,0.010798,359875560
12495811,38814,0.010785,359875560
1075558950,38756,0.010769,359875560
1130539494,38700,0.010754,359875560
1133485012,38694,0.010752,359875560
1096552933,38694,0.010752,359875560
12503895,38688,0.01075,359875560
1134119066,38680,0.010748,359875560
1130793977,38664,0.010744,359875560
1109876263,38658,0.010742,359875560
1103939661,38628,0.010734,359875560
12503876,38616,0.01073,359875560
1055732044,38616,0.01073,359875560
1115646483,38606,0.010728,359875560
12503894,38578,0.01072,359875560
1130983903,38496,0.010697,359875560
1124334775,38398,0.01067,359875560
1130539422,38318,0.010648,359875560
1093312137,38160,0.010604,359875560
1077845307,38112,0.01059,359875560
1122916482,38100,0.010587,359875560
12504062,38086,0.010583,359875560
1124350704,38000,0.010559,359875560
1115410650,37990,0.010556,359875560
12495868,37970,0.010551,359875560
1132524455,37962,0.010549,359875560
12495706,37940,0.010543,359875560
12500543,37936,0.010541,359875560
1130539431,37930,0.01054,359875560
1081617779,37918,0.010536,359875560
1122553185,37892,0.010529,359875560
1132521759,37870,0.010523,359875560
1133919377,37842,0.010515,359875560
12499816,37838,0.010514,359875560
1133414356,37812,0.010507,359875560
1101423287,37748,0.010489,359875560
1081624248,37712,0.010479,359875560
1130987602,37684,0.010471,359875560
1131200872,37682,0.010471,359875560
1132343739,37656,0.010464,359875560
1129164229,37628,0.010456,359875560
1132951570,37626,0.010455,359875560
1132691516,37616,0.010453,359875560
1117545339,37592,0.010446,359875560
1069436087,37522,0.010426,359875560
1130761406,37350,0.010379,359875560
12496978,37298,0.010364,359875560
12495057,37298,0.010364,359875560
1133922846,37290,0.010362,359875560
1094425682,37264,0.010355,359875560
12499704,37238,0.010347,359875560
1124581359,37236,0.010347,359875560
12484101,37074,0.010302,359875560
1104297014,37034,0.010291,359875560
12503550,37022,0.010287,359875560
1127758515,36968,0.010272,359875560
1004812353,36914,0.010257,359875560
1124832156,36838,0.010236,359875560
1132493914,36826,0.010233,359875560
12500962,36814,0.01023,359875560
12503210,36804,0.010227,359875560
1075188957,36686,0.010194,359875560
1127995528,36684,0.010194,359875560
1004197110,36644,0.010182,359875560
1133440319,36566,0.010161,359875560
1109498637,36536,0.010152,359875560
12503516,36508,0.010145,359875560
1127264513,36502,0.010143,359875560
1107180193,36460,0.010131,359875560
12497842,36270,0.010078,359875560
12499749,36256,0.010075,359875560
1130971693,36244,0.010071,359875560
1075509890,36200,0.010059,359875560
1131268860,36192,0.010057,359875560
12499596,36180,0.010053,359875560
1067759083,36172,0.010051,359875560
1132869382,36108,0.010033,359875560
1065524196,36096,0.01003,359875560
1123138586,36090,0.010028,359875560
1077842689,36082,0.010026,359875560
1111280723,35992,0.010001,359875560
1101900089,35982,0.009998,359875560
1084955664,35982,0.009998,359875560
1134070687,35922,0.009982,359875560
1132501831,35768,0.009939,359875560
12481882,35406,0.009838,359875560
1051328135,35372,0.009829,359875560
12503837,35352,0.009823,359875560
1059663776,35338,0.00982,359875560
1131484451,35330,0.009817,359875560
1078045540,35298,0.009808,359875560
12500357,35276,0.009802,359875560
12497785,35242,0.009793,359875560
1088666387,35214,0.009785,359875560
12497546,35194,0.009779,359875560
1122912540,35130,0.009762,359875560
8182530,35058,0.009742,359875560
1132085891,35034,0.009735,359875560
12500017,35008,0.009728,359875560
12491140,35002,0.009726,359875560
12504064,34972,0.009718,359875560
12499613,34954,0.009713,359875560
12501833,34926,0.009705,359875560
1049251122,34922,0.009704,359875560
1131145836,34884,0.009693,359875560
12493595,34834,0.009679,359875560
1131497951,34788,0.009667,359875560
1076022547,34788,0.009667,359875560
1132316912,34756,0.009658,359875560
1103670891,34752,0.009657,359875560
1069645523,34742,0.009654,359875560
1116023251,34724,0.009649,359875560
1107570526,34710,0.009645,359875560
1130563708,34704,0.009643,359875560
1114287580,34648,0.009628,359875560
12484105,34644,0.009627,359875560
1092104368,34642,0.009626,359875560
1129637450,34632,0.009623,359875560
1109036238,34620,0.00962,359875560
1125742801,34608,0.009617,359875560
1117032172,34510,0.009589,359875560
1129199699,34476,0.00958,359875560
12484107,34388,0.009556,359875560
1084412581,34358,0.009547,359875560
1090063946,34328,0.009539,359875560
1059017223,34308,0.009533,359875560
1127771899,34300,0.009531,359875560
12503889,34162,0.009493,359875560
1077496721,34104,0.009477,359875560
1113719898,34030,0.009456,359875560
12496085,34014,0.009452,359875560
1065831256,33998,0.009447,359875560
1124576008,33984,0.009443,359875560
1051996209,33982,0.009443,359875560
1104943536,33954,0.009435,359875560
1125992179,33950,0.009434,359875560
1069698946,33936,0.00943,359875560
12495025,33900,0.00942,359875560
1122914420,33896,0.009419,359875560
1080895808,33876,0.009413,359875560
1130941390,33858,0.009408,359875560
1127204865,33828,0.0094,359875560
1113570268,33730,0.009373,359875560
1132654885,33700,0.009364,359875560
1052949434,33660,0.009353,359875560
1133634775,33652,0.009351,359875560
12493854,33640,0.009348,359875560
