goods_no,count,percent,_tc
1121603188,2736,0.00076,359875560
1117023668,2736,0.00076,359875560
1114483754,2736,0.00076,359875560
1109895120,2736,0.00076,359875560
1101762197,2736,0.00076,359875560
1095464275,2736,0.00076,359875560
1070147210,2736,0.00076,359875560
1051892482,2736,0.00076,359875560
1131510740,2734,0.00076,359875560
1131242391,2734,0.00076,359875560
1130997110,2734,0.00076,359875560
1124052849,2734,0.00076,359875560
1121654250,2734,0.00076,359875560
1105083389,2734,0.00076,359875560
1101585424,2734,0.00076,359875560
1017077183,2734,0.00076,359875560
1002448552,2734,0.00076,359875560
9070340,2732,0.000759,359875560
12502652,2732,0.000759,359875560
12497899,2732,0.000759,359875560
1132349589,2732,0.000759,359875560
1128875345,2732,0.000759,359875560
1122658791,2732,0.000759,359875560
1121349775,2732,0.000759,359875560
1114920240,2732,0.000759,359875560
1110127000,2732,0.000759,359875560
1108964510,2732,0.000759,359875560
1101252043,2732,0.000759,359875560
1098705580,2732,0.000759,359875560
1068685670,2732,0.000759,359875560
1068155326,2732,0.000759,359875560
10046749,2732,0.000759,359875560
1131499557,2730,0.000759,359875560
1131412356,2730,0.000759,359875560
1130562569,2730,0.000759,359875560
1130199483,2730,0.000759,359875560
1126190681,2730,0.000759,359875560
1125765771,2730,0.000759,359875560
1125115851,2730,0.000759,359875560
1118889120,2730,0.000759,359875560
1117362025,2730,0.000759,359875560
1109167789,2730,0.000759,359875560
1105223332,2730,0.000759,359875560
1098706418,2730,0.000759,359875560
1097461927,2730,0.000759,359875560
1079814630,2730,0.000759,359875560
12475910,2728,0.000758,359875560
1132076915,2728,0.000758,359875560
1129975797,2728,0.000758,359875560
1127509010,2728,0.000758,359875560
1125075404,2728,0.000758,359875560
1124378184,2728,0.000758,359875560
1124355326,2728,0.000758,359875560
1123986298,2728,0.000758,359875560
1120726229,2728,0.000758,359875560
1112987877,2728,0.000758,359875560
1105651162,2728,0.000758,359875560
1099018008,2728,0.000758,359875560
1088103100,2728,0.000758,359875560
1071565730,2728,0.000758,359875560
1070692738,2728,0.000758,359875560
8071296,2726,0.000757,359875560
1133965599,2726,0.000757,359875560
1132477930,2726,0.000757,359875560
1130702898,2726,0.000757,359875560
1130536785,2726,0.000757,359875560
1129621159,2726,0.000757,359875560
1127433258,2726,0.000757,359875560
1126475211,2726,0.000757,359875560
1117203219,2726,0.000757,359875560
1113774061,2726,0.000757,359875560
1103971544,2726,0.000757,359875560
1098666114,2726,0.000757,359875560
1072731122,2726,0.000757,359875560
1019171883,2726,0.000757,359875560
1134118813,2724,0.000757,359875560
1133512434,2724,0.000757,359875560
1133099340,2724,0.000757,359875560
1130551960,2724,0.000757,359875560
1121643427,2724,0.000757,359875560
1114297100,2724,0.000757,359875560
1114216726,2724,0.000757,359875560
1113571240,2724,0.000757,359875560
1111369077,2724,0.000757,359875560
1110932327,2724,0.000757,359875560
1092014626,2724,0.000757,359875560
1071222972,2724,0.000757,359875560
1061163764,2724,0.000757,359875560
1017571580,2724,0.000757,359875560
10170693,2724,0.000757,359875560
12474957,2722,0.000756,359875560
1132880178,2722,0.000756,359875560
1132694800,2722,0.000756,359875560
1132129894,2722,0.000756,359875560
1129142871,2722,0.000756,359875560
1126021182,2722,0.000756,359875560
1123972484,2722,0.000756,359875560
1115225115,2722,0.000756,359875560
1110095944,2722,0.000756,359875560
1109179256,2722,0.000756,359875560
1096403552,2722,0.000756,359875560
1069009175,2722,0.000756,359875560
1048578091,2722,0.000756,359875560
1022431636,2722,0.000756,359875560
8680338,2720,0.000756,359875560
1126206142,2720,0.000756,359875560
1122612646,2720,0.000756,359875560
1119455001,2720,0.000756,359875560
1118590502,2720,0.000756,359875560
1112396633,2720,0.000756,359875560
1110675209,2720,0.000756,359875560
1109183844,2720,0.000756,359875560
1100062343,2720,0.000756,359875560
1099276370,2720,0.000756,359875560
1086965166,2720,0.000756,359875560
1077055994,2720,0.000756,359875560
1050224921,2720,0.000756,359875560
1050117650,2720,0.000756,359875560
1047219676,2720,0.000756,359875560
1041709835,2720,0.000756,359875560
1038744261,2720,0.000756,359875560
1131266587,2718,0.000755,359875560
1131237594,2718,0.000755,359875560
1131142795,2718,0.000755,359875560
1129670725,2718,0.000755,359875560
1126215314,2718,0.000755,359875560
1124395585,2718,0.000755,359875560
1123339058,2718,0.000755,359875560
1122563589,2718,0.000755,359875560
1117833162,2718,0.000755,359875560
1114286908,2718,0.000755,359875560
1107530311,2718,0.000755,359875560
1092345177,2718,0.000755,359875560
1087120316,2718,0.000755,359875560
1080057073,2718,0.000755,359875560
1003429865,2718,0.000755,359875560
12502604,2716,0.000755,359875560
1129864850,2716,0.000755,359875560
1128565218,2716,0.000755,359875560
1127509022,2716,0.000755,359875560
1123059866,2716,0.000755,359875560
1116749107,2716,0.000755,359875560
1114303841,2716,0.000755,359875560
1109484868,2716,0.000755,359875560
1104966778,2716,0.000755,359875560
1061966601,2716,0.000755,359875560
1133514306,2714,0.000754,359875560
1130787381,2714,0.000754,359875560
1114023383,2714,0.000754,359875560
1111588693,2714,0.000754,359875560
1110059220,2714,0.000754,359875560
1099017925,2714,0.000754,359875560
1095662411,2714,0.000754,359875560
1088264995,2714,0.000754,359875560
1017092698,2714,0.000754,359875560
12113343,2712,0.000754,359875560
1134092201,2712,0.000754,359875560
1132900314,2712,0.000754,359875560
1122427545,2712,0.000754,359875560
1117551903,2712,0.000754,359875560
1112298789,2712,0.000754,359875560
1089962554,2712,0.000754,359875560
1085551262,2712,0.000754,359875560
1070965507,2712,0.000754,359875560
1131159943,2710,0.000753,359875560
1129899067,2710,0.000753,359875560
1122595579,2710,0.000753,359875560
1120764575,2710,0.000753,359875560
1118920844,2710,0.000753,359875560
1095014204,2710,0.000753,359875560
1081201111,2710,0.000753,359875560
2240317,2708,0.000752,359875560
1134314996,2708,0.000752,359875560
1130759059,2708,0.000752,359875560
1130565462,2708,0.000752,359875560
1129851246,2708,0.000752,359875560
1127951771,2708,0.000752,359875560
1126851825,2708,0.000752,359875560
1126234509,2708,0.000752,359875560
1120406183,2708,0.000752,359875560
1119187035,2708,0.000752,359875560
1117569809,2708,0.000752,359875560
1113570252,2708,0.000752,359875560
1103687137,2708,0.000752,359875560
1020603527,2708,0.000752,359875560
1132557177,2706,0.000752,359875560
1132539467,2706,0.000752,359875560
1131145979,2706,0.000752,359875560
1123986294,2706,0.000752,359875560
1121019586,2706,0.000752,359875560
1118628318,2706,0.000752,359875560
1109848429,2706,0.000752,359875560
1103931497,2706,0.000752,359875560
1101609448,2706,0.000752,359875560
1101275679,2706,0.000752,359875560
1095299041,2706,0.000752,359875560
1093051541,2706,0.000752,359875560
1044391616,2706,0.000752,359875560
1117907531,2704,0.000751,359875560
1117248380,2704,0.000751,359875560
1105625412,2704,0.000751,359875560
1102880223,2704,0.000751,359875560
10980093,2704,0.000751,359875560
1093290331,2704,0.000751,359875560
1091376528,2704,0.000751,359875560
1059748779,2704,0.000751,359875560
9023285,2702,0.000751,359875560
7362316,2702,0.000751,359875560
2677389,2702,0.000751,359875560
12474671,2702,0.000751,359875560
1133900258,2702,0.000751,359875560
1130475332,2702,0.000751,359875560
1125745030,2702,0.000751,359875560
1125336711,2702,0.000751,359875560
1119525263,2702,0.000751,359875560
1114718569,2702,0.000751,359875560
1105263309,2702,0.000751,359875560
1101733015,2702,0.000751,359875560
1097963377,2702,0.000751,359875560
1074623082,2702,0.000751,359875560
1072973803,2702,0.000751,359875560
1060981288,2702,0.000751,359875560
1059514574,2702,0.000751,359875560
1008761542,2702,0.000751,359875560
1002051954,2702,0.000751,359875560
1130948979,2700,0.00075,359875560
1129396806,2700,0.00075,359875560
1110073883,2700,0.00075,359875560
1107521153,2700,0.00075,359875560
1105203528,2700,0.00075,359875560
1101579401,2700,0.00075,359875560
1094955314,2700,0.00075,359875560
1086987559,2700,0.00075,359875560
1077641393,2700,0.00075,359875560
1069170539,2700,0.00075,359875560
1068198660,2700,0.00075,359875560
1066517276,2700,0.00075,359875560
1057866266,2700,0.00075,359875560
1018173475,2700,0.00075,359875560
7083345,2698,0.00075,359875560
3475011,2698,0.00075,359875560
1133486474,2698,0.00075,359875560
1132536993,2698,0.00075,359875560
1131880936,2698,0.00075,359875560
1131217438,2698,0.00075,359875560
1131214274,2698,0.00075,359875560
1130960640,2698,0.00075,359875560
1130956532,2698,0.00075,359875560
1124820453,2698,0.00075,359875560
1118805006,2698,0.00075,359875560
1117582827,2698,0.00075,359875560
1115238366,2698,0.00075,359875560
1100095237,2698,0.00075,359875560
1067360752,2698,0.00075,359875560
1050223514,2698,0.00075,359875560
1129653744,2696,0.000749,359875560
1125085167,2696,0.000749,359875560
1123988221,2696,0.000749,359875560
1123341249,2696,0.000749,359875560
1120721103,2696,0.000749,359875560
1114346386,2696,0.000749,359875560
1112671972,2696,0.000749,359875560
1106709168,2696,0.000749,359875560
1103669866,2696,0.000749,359875560
1102265248,2696,0.000749,359875560
1099017987,2696,0.000749,359875560
1090256860,2696,0.000749,359875560
1084384684,2696,0.000749,359875560
1074052578,2696,0.000749,359875560
1068868685,2696,0.000749,359875560
1063324830,2696,0.000749,359875560
1127516735,2694,0.000749,359875560
1116247510,2694,0.000749,359875560
1113569663,2694,0.000749,359875560
1109193017,2694,0.000749,359875560
1103022581,2694,0.000749,359875560
1098061663,2694,0.000749,359875560
1079975942,2694,0.000749,359875560
1023779361,2694,0.000749,359875560
1132726595,2692,0.000748,359875560
1130943975,2692,0.000748,359875560
1115751264,2692,0.000748,359875560
1104763633,2692,0.000748,359875560
1102667651,2692,0.000748,359875560
1093276630,2692,0.000748,359875560
1068201628,2692,0.000748,359875560
1049437501,2692,0.000748,359875560
1033883390,2692,0.000748,359875560
1131213911,2690,0.000747,359875560
1131197603,2690,0.000747,359875560
1129476340,2690,0.000747,359875560
1122612325,2690,0.000747,359875560
1116229425,2690,0.000747,359875560
1112309182,2690,0.000747,359875560
1110055517,2690,0.000747,359875560
1096406841,2690,0.000747,359875560
1061877920,2690,0.000747,359875560
1059337433,2690,0.000747,359875560
1053288009,2690,0.000747,359875560
1050219666,2690,0.000747,359875560
1048525987,2690,0.000747,359875560
1133443094,2688,0.000747,359875560
1132697892,2688,0.000747,359875560
1131242375,2688,0.000747,359875560
1130779429,2688,0.000747,359875560
1129435655,2688,0.000747,359875560
1127756385,2688,0.000747,359875560
1120427042,2688,0.000747,359875560
1111593732,2688,0.000747,359875560
1109637403,2688,0.000747,359875560
1106921881,2688,0.000747,359875560
1105242264,2688,0.000747,359875560
1101854167,2688,0.000747,359875560
1101421115,2688,0.000747,359875560
1099934761,2688,0.000747,359875560
1093394805,2688,0.000747,359875560
1067709485,2688,0.000747,359875560
1060648848,2688,0.000747,359875560
1015686302,2688,0.000747,359875560
1132868077,2686,0.000746,359875560
1132863942,2686,0.000746,359875560
1132730761,2686,0.000746,359875560
1131266512,2686,0.000746,359875560
1131210115,2686,0.000746,359875560
1115158492,2686,0.000746,359875560
1110105897,2686,0.000746,359875560
1103823866,2686,0.000746,359875560
1096185120,2686,0.000746,359875560
1077987346,2686,0.000746,359875560
1048414920,2686,0.000746,359875560
1132528766,2684,0.000746,359875560
1124808048,2684,0.000746,359875560
1115140812,2684,0.000746,359875560
1113980804,2684,0.000746,359875560
1106226623,2684,0.000746,359875560
1104281030,2684,0.000746,359875560
1059862696,2684,0.000746,359875560
1047830294,2684,0.000746,359875560
1027090655,2684,0.000746,359875560
12499997,2682,0.000745,359875560
1132092260,2682,0.000745,359875560
1131461846,2682,0.000745,359875560
1131008014,2682,0.000745,359875560
1129155709,2682,0.000745,359875560
1125525172,2682,0.000745,359875560
1111293378,2682,0.000745,359875560
1105224284,2682,0.000745,359875560
1105039107,2682,0.000745,359875560
1103950833,2682,0.000745,359875560
1102491246,2682,0.000745,359875560
1048011135,2682,0.000745,359875560
1036510176,2682,0.000745,359875560
1019147035,2682,0.000745,359875560
7537269,2680,0.000745,359875560
12503083,2680,0.000745,359875560
12499966,2680,0.000745,359875560
1132329023,2680,0.000745,359875560
1131236538,2680,0.000745,359875560
1127269653,2680,0.000745,359875560
1124549324,2680,0.000745,359875560
1124026381,2680,0.000745,359875560
1108589856,2680,0.000745,359875560
1091187996,2680,0.000745,359875560
12503964,2678,0.000744,359875560
1130763521,2678,0.000744,359875560
1130701886,2678,0.000744,359875560
1127279974,2678,0.000744,359875560
1125050321,2678,0.000744,359875560
1124617754,2678,0.000744,359875560
1108720330,2678,0.000744,359875560
1098859161,2678,0.000744,359875560
1068148308,2678,0.000744,359875560
1018042297,2678,0.000744,359875560
10051004,2678,0.000744,359875560
12503591,2676,0.000744,359875560
1132335853,2676,0.000744,359875560
1132269998,2676,0.000744,359875560
1128160224,2676,0.000744,359875560
1117274013,2676,0.000744,359875560
1113565028,2676,0.000744,359875560
1110926996,2676,0.000744,359875560
1105601285,2676,0.000744,359875560
1104113889,2676,0.000744,359875560
1100566789,2676,0.000744,359875560
1074583847,2676,0.000744,359875560
1059052841,2676,0.000744,359875560
1058220654,2676,0.000744,359875560
1133634340,2674,0.000743,359875560
1132515122,2674,0.000743,359875560
1132292144,2674,0.000743,359875560
1129674572,2674,0.000743,359875560
1126201622,2674,0.000743,359875560
1121402052,2674,0.000743,359875560
1118907979,2674,0.000743,359875560
1116746975,2674,0.000743,359875560
1114483596,2674,0.000743,359875560
1110935562,2674,0.000743,359875560
1107176343,2674,0.000743,359875560
1104766777,2674,0.000743,359875560
1096405708,2674,0.000743,359875560
1084970324,2674,0.000743,359875560
1064617139,2674,0.000743,359875560
1031531578,2674,0.000743,359875560
1019173371,2674,0.000743,359875560
7742439,2672,0.000742,359875560
1130483786,2672,0.000742,359875560
1120708223,2672,0.000742,359875560
1110038431,2672,0.000742,359875560
1101225822,2672,0.000742,359875560
1100316906,2672,0.000742,359875560
1086575345,2672,0.000742,359875560
1081059481,2672,0.000742,359875560
1066415789,2672,0.000742,359875560
1133536226,2670,0.000742,359875560
1132934402,2670,0.000742,359875560
1132285704,2670,0.000742,359875560
1129704680,2670,0.000742,359875560
1129465206,2670,0.000742,359875560
1126680341,2670,0.000742,359875560
1117317558,2670,0.000742,359875560
1114963569,2670,0.000742,359875560
1109194917,2670,0.000742,359875560
1099074935,2670,0.000742,359875560
1097846027,2670,0.000742,359875560
1093059424,2670,0.000742,359875560
1059396139,2670,0.000742,359875560
12073956,2668,0.000741,359875560
1121662527,2668,0.000741,359875560
1121399726,2668,0.000741,359875560
1119740129,2668,0.000741,359875560
1109134675,2668,0.000741,359875560
1086638470,2668,0.000741,359875560
1071913301,2668,0.000741,359875560
1063813088,2668,0.000741,359875560
6051225,2666,0.000741,359875560
4075615,2666,0.000741,359875560
12500917,2666,0.000741,359875560
1133879298,2666,0.000741,359875560
1133473089,2666,0.000741,359875560
1132523684,2666,0.000741,359875560
1132306441,2666,0.000741,359875560
1129695156,2666,0.000741,359875560
1127719844,2666,0.000741,359875560
1121686934,2666,0.000741,359875560
1119123460,2666,0.000741,359875560
1115236841,2666,0.000741,359875560
1111093836,2666,0.000741,359875560
1110700534,2666,0.000741,359875560
1107679907,2666,0.000741,359875560
1068157338,2666,0.000741,359875560
1062423774,2666,0.000741,359875560
1058270820,2666,0.000741,359875560
1056019332,2666,0.000741,359875560
1052115928,2666,0.000741,359875560
1049120058,2666,0.000741,359875560
1132318374,2664,0.00074,359875560
1131425949,2664,0.00074,359875560
1128978098,2664,0.00074,359875560
1121649955,2664,0.00074,359875560
1118568678,2664,0.00074,359875560
1104559532,2664,0.00074,359875560
1087891761,2664,0.00074,359875560
1059867295,2664,0.00074,359875560
1059763845,2664,0.00074,359875560
1050224477,2664,0.00074,359875560
1047706392,2664,0.00074,359875560
1027763023,2664,0.00074,359875560
1131529824,2662,0.00074,359875560
1129621176,2662,0.00074,359875560
1127433088,2662,0.00074,359875560
1126261411,2662,0.00074,359875560
1107714412,2662,0.00074,359875560
1105561023,2662,0.00074,359875560
1105223536,2662,0.00074,359875560
1099097502,2662,0.00074,359875560
1069432033,2662,0.00074,359875560
1057337249,2662,0.00074,359875560
1053726937,2662,0.00074,359875560
10266137,2662,0.00074,359875560
12499895,2660,0.000739,359875560
1132865170,2660,0.000739,359875560
1131238404,2660,0.000739,359875560
1127514477,2660,0.000739,359875560
1125771409,2660,0.000739,359875560
1123976702,2660,0.000739,359875560
1117315011,2660,0.000739,359875560
1108307500,2660,0.000739,359875560
1104589335,2660,0.000739,359875560
1102492429,2660,0.000739,359875560
1096417699,2660,0.000739,359875560
1072449768,2660,0.000739,359875560
1001738219,2660,0.000739,359875560
1131530117,2658,0.000739,359875560
1130588299,2658,0.000739,359875560
1126298579,2658,0.000739,359875560
1108905558,2658,0.000739,359875560
8248201,2656,0.000738,359875560
1130539498,2656,0.000738,359875560
1122140351,2656,0.000738,359875560
1117791407,2656,0.000738,359875560
1090940449,2656,0.000738,359875560
1074103374,2656,0.000738,359875560
1064462762,2656,0.000738,359875560
1134341765,2654,0.000737,359875560
1132698086,2654,0.000737,359875560
1132340596,2654,0.000737,359875560
1132281302,2654,0.000737,359875560
1129838225,2654,0.000737,359875560
1124421387,2654,0.000737,359875560
1115400382,2654,0.000737,359875560
1107814323,2654,0.000737,359875560
1102284159,2654,0.000737,359875560
1089802241,2654,0.000737,359875560
1057587079,2654,0.000737,359875560
1045332962,2654,0.000737,359875560
1000364349,2654,0.000737,359875560
1132941465,2652,0.000737,359875560
1123335306,2652,0.000737,359875560
1119763965,2652,0.000737,359875560
1114880735,2652,0.000737,359875560
1099024595,2652,0.000737,359875560
1093160157,2652,0.000737,359875560
1085848798,2652,0.000737,359875560
1070690483,2652,0.000737,359875560
1066595297,2652,0.000737,359875560
12497724,2650,0.000736,359875560
11567135,2650,0.000736,359875560
1133404492,2650,0.000736,359875560
1131210474,2650,0.000736,359875560
1130505103,2650,0.000736,359875560
1130471240,2650,0.000736,359875560
1126206116,2650,0.000736,359875560
1122159901,2650,0.000736,359875560
1120241983,2650,0.000736,359875560
1109602360,2650,0.000736,359875560
1101735077,2650,0.000736,359875560
1101276040,2650,0.000736,359875560
1075167113,2650,0.000736,359875560
1072037017,2650,0.000736,359875560
1047683841,2650,0.000736,359875560
1040234293,2650,0.000736,359875560
9062388,2648,0.000736,359875560
1132349989,2648,0.000736,359875560
1125067610,2648,0.000736,359875560
1114975205,2648,0.000736,359875560
1105240264,2648,0.000736,359875560
1099241488,2648,0.000736,359875560
1098866022,2648,0.000736,359875560
10881626,2648,0.000736,359875560
1061985372,2648,0.000736,359875560
1041235920,2648,0.000736,359875560
1009357291,2648,0.000736,359875560
12493774,2646,0.000735,359875560
1133448086,2646,0.000735,359875560
1133441193,2646,0.000735,359875560
1132512768,2646,0.000735,359875560
1132465098,2646,0.000735,359875560
1132268298,2646,0.000735,359875560
1132125020,2646,0.000735,359875560
1128981489,2646,0.000735,359875560
1122304384,2646,0.000735,359875560
1121053617,2646,0.000735,359875560
1120769124,2646,0.000735,359875560
1109630938,2646,0.000735,359875560
1105935913,2646,0.000735,359875560
1101548594,2646,0.000735,359875560
1098315069,2646,0.000735,359875560
1095673610,2646,0.000735,359875560
1079871896,2646,0.000735,359875560
1078042837,2646,0.000735,359875560
1072413316,2646,0.000735,359875560
1068857293,2646,0.000735,359875560
1017175914,2646,0.000735,359875560
9574971,2644,0.000735,359875560
1133403877,2644,0.000735,359875560
1132913642,2644,0.000735,359875560
1123334621,2644,0.000735,359875560
1121601328,2644,0.000735,359875560
1115447733,2644,0.000735,359875560
1114003991,2644,0.000735,359875560
1106677564,2644,0.000735,359875560
1092014660,2644,0.000735,359875560
12488885,2642,0.000734,359875560
1132906903,2642,0.000734,359875560
1132553527,2642,0.000734,359875560
1132137238,2642,0.000734,359875560
1131192044,2642,0.000734,359875560
1131008021,2642,0.000734,359875560
1127958927,2642,0.000734,359875560
1124571883,2642,0.000734,359875560
1120766860,2642,0.000734,359875560
1119752506,2642,0.000734,359875560
1119227061,2642,0.000734,359875560
1101253195,2642,0.000734,359875560
1073183512,2642,0.000734,359875560
1064840856,2642,0.000734,359875560
1038816596,2642,0.000734,359875560
1009844717,2642,0.000734,359875560
9066781,2640,0.000734,359875560
1133140190,2640,0.000734,359875560
1132256051,2640,0.000734,359875560
1131530715,2640,0.000734,359875560
1130544507,2640,0.000734,359875560
1129950703,2640,0.000734,359875560
1129688822,2640,0.000734,359875560
1129643647,2640,0.000734,359875560
1124882970,2640,0.000734,359875560
1123972120,2640,0.000734,359875560
1123147758,2640,0.000734,359875560
1120746909,2640,0.000734,359875560
1119737386,2640,0.000734,359875560
1117301552,2640,0.000734,359875560
1116783111,2640,0.000734,359875560
1115172859,2640,0.000734,359875560
1113769313,2640,0.000734,359875560
1106945857,2640,0.000734,359875560
1087494770,2640,0.000734,359875560
1067556021,2640,0.000734,359875560
1058355774,2640,0.000734,359875560
1001324762,2640,0.000734,359875560
1129612538,2638,0.000733,359875560
1129133167,2638,0.000733,359875560
1128941987,2638,0.000733,359875560
1122644027,2638,0.000733,359875560
1119743062,2638,0.000733,359875560
1117539969,2638,0.000733,359875560
1109132882,2638,0.000733,359875560
1091676539,2638,0.000733,359875560
1085738736,2638,0.000733,359875560
1069380606,2638,0.000733,359875560
2936760,2636,0.000732,359875560
12504511,2636,0.000732,359875560
12503832,2636,0.000732,359875560
1124018373,2636,0.000732,359875560
1119705619,2636,0.000732,359875560
1117285320,2636,0.000732,359875560
1105582869,2636,0.000732,359875560
1103337526,2636,0.000732,359875560
1096026950,2636,0.000732,359875560
1095780591,2636,0.000732,359875560
1080489941,2636,0.000732,359875560
1074560266,2636,0.000732,359875560
1060608113,2636,0.000732,359875560
1002259298,2636,0.000732,359875560
1132285705,2634,0.000732,359875560
1132035424,2634,0.000732,359875560
1127246466,2634,0.000732,359875560
1126024730,2634,0.000732,359875560
1125739946,2634,0.000732,359875560
1125062827,2634,0.000732,359875560
1118829892,2634,0.000732,359875560
1113569900,2634,0.000732,359875560
1108665159,2634,0.000732,359875560
1104720295,2634,0.000732,359875560
1084177771,2634,0.000732,359875560
1074623627,2634,0.000732,359875560
1067095663,2634,0.000732,359875560
1055489603,2634,0.000732,359875560
1134155134,2632,0.000731,359875560
1132676845,2632,0.000731,359875560
1130943895,2632,0.000731,359875560
1130566516,2632,0.000731,359875560
1130555984,2632,0.000731,359875560
1128493176,2632,0.000731,359875560
1128045572,2632,0.000731,359875560
1123111805,2632,0.000731,359875560
1091928185,2632,0.000731,359875560
1091752309,2632,0.000731,359875560
1091199471,2632,0.000731,359875560
1085947410,2632,0.000731,359875560
1077092726,2632,0.000731,359875560
1069274256,2632,0.000731,359875560
1034883740,2632,0.000731,359875560
1001042582,2632,0.000731,359875560
12503857,2630,0.000731,359875560
1130547956,2630,0.000731,359875560
1130518491,2630,0.000731,359875560
1125781365,2630,0.000731,359875560
1124596824,2630,0.000731,359875560
1124551169,2630,0.000731,359875560
1124319598,2630,0.000731,359875560
1123376102,2630,0.000731,359875560
1115727581,2630,0.000731,359875560
1111286341,2630,0.000731,359875560
1110924499,2630,0.000731,359875560
1108538338,2630,0.000731,359875560
1107598468,2630,0.000731,359875560
1104713950,2630,0.000731,359875560
1102538081,2630,0.000731,359875560
1096191327,2630,0.000731,359875560
1095662464,2630,0.000731,359875560
1070392059,2630,0.000731,359875560
1046930268,2630,0.000731,359875560
1133686506,2628,0.00073,359875560
1133416794,2628,0.00073,359875560
1132892385,2628,0.00073,359875560
1132710447,2628,0.00073,359875560
1131421515,2628,0.00073,359875560
1124047485,2628,0.00073,359875560
1117576745,2628,0.00073,359875560
1112298769,2628,0.00073,359875560
1111136740,2628,0.00073,359875560
1108538853,2628,0.00073,359875560
1107702243,2628,0.00073,359875560
1106677267,2628,0.00073,359875560
1095468504,2628,0.00073,359875560
1093423463,2628,0.00073,359875560
1092072552,2628,0.00073,359875560
9335085,2626,0.00073,359875560
1132484893,2626,0.00073,359875560
1123102438,2626,0.00073,359875560
1107737430,2626,0.00073,359875560
1082026289,2626,0.00073,359875560
1067533799,2626,0.00073,359875560
1132494500,2624,0.000729,359875560
1128897239,2624,0.000729,359875560
1126022532,2624,0.000729,359875560
1113559322,2624,0.000729,359875560
1109612052,2624,0.000729,359875560
1109588021,2624,0.000729,359875560
1109019532,2624,0.000729,359875560
1090939996,2624,0.000729,359875560
1090287018,2624,0.000729,359875560
1078868559,2624,0.000729,359875560
1073180054,2624,0.000729,359875560
1070780041,2624,0.000729,359875560
1061388053,2624,0.000729,359875560
1001009599,2624,0.000729,359875560
8864967,2622,0.000729,359875560
7220036,2622,0.000729,359875560
12501584,2622,0.000729,359875560
1134946549,2622,0.000729,359875560
1129897363,2622,0.000729,359875560
1127259952,2622,0.000729,359875560
1125780249,2622,0.000729,359875560
1124082880,2622,0.000729,359875560
1118625031,2622,0.000729,359875560
1118574058,2622,0.000729,359875560
1107860136,2622,0.000729,359875560
1101275498,2622,0.000729,359875560
1097815117,2622,0.000729,359875560
1050348552,2622,0.000729,359875560
10004012,2622,0.000729,359875560
8477684,2620,0.000728,359875560
1131154484,2620,0.000728,359875560
1130544286,2620,0.000728,359875560
1129211686,2620,0.000728,359875560
1128945535,2620,0.000728,359875560
1127472828,2620,0.000728,359875560
1108003445,2620,0.000728,359875560
1100108303,2620,0.000728,359875560
1097786192,2620,0.000728,359875560
1076568850,2620,0.000728,359875560
1068006255,2620,0.000728,359875560
1062776658,2620,0.000728,359875560
1055361620,2620,0.000728,359875560
12138615,2618,0.000727,359875560
1132879700,2618,0.000727,359875560
1124605883,2618,0.000727,359875560
1122884368,2618,0.000727,359875560
1122598526,2618,0.000727,359875560
1121686958,2618,0.000727,359875560
1120674385,2618,0.000727,359875560
1110126819,2618,0.000727,359875560
1109145122,2618,0.000727,359875560
1105282697,2618,0.000727,359875560
1102703133,2618,0.000727,359875560
1076041141,2618,0.000727,359875560
1070662527,2618,0.000727,359875560
1068765049,2618,0.000727,359875560
12133042,2616,0.000727,359875560
1133922391,2616,0.000727,359875560
1132867620,2616,0.000727,359875560
1132111618,2616,0.000727,359875560
1127092866,2616,0.000727,359875560
1115445459,2616,0.000727,359875560
1114483724,2616,0.000727,359875560
1113468424,2616,0.000727,359875560
1112151706,2616,0.000727,359875560
1111096794,2616,0.000727,359875560
1108844427,2616,0.000727,359875560
1107843541,2616,0.000727,359875560
1107815578,2616,0.000727,359875560
1107302434,2616,0.000727,359875560
1099862931,2616,0.000727,359875560
1072714439,2616,0.000727,359875560
1055739427,2616,0.000727,359875560
8658837,2614,0.000726,359875560
12496253,2614,0.000726,359875560
1132950707,2614,0.000726,359875560
1131513412,2614,0.000726,359875560
1130770880,2614,0.000726,359875560
1129713595,2614,0.000726,359875560
1128015972,2614,0.000726,359875560
1127480184,2614,0.000726,359875560
1123343394,2614,0.000726,359875560
1117560857,2614,0.000726,359875560
1113392053,2614,0.000726,359875560
1104773155,2614,0.000726,359875560
1083255261,2614,0.000726,359875560
1071554277,2614,0.000726,359875560
1068146567,2614,0.000726,359875560
1057063461,2614,0.000726,359875560
1131166473,2612,0.000726,359875560
1129179279,2612,0.000726,359875560
1118531329,2612,0.000726,359875560
1116646415,2612,0.000726,359875560
1108019296,2612,0.000726,359875560
1107654824,2612,0.000726,359875560
1080230169,2612,0.000726,359875560
1076160074,2612,0.000726,359875560
1061063712,2612,0.000726,359875560
1047219981,2612,0.000726,359875560
1131744182,2610,0.000725,359875560
1117259343,2610,0.000725,359875560
1116720543,2610,0.000725,359875560
1104385850,2610,0.000725,359875560
1099214388,2610,0.000725,359875560
12503474,2608,0.000725,359875560
12487639,2608,0.000725,359875560
1130952302,2608,0.000725,359875560
1125781197,2608,0.000725,359875560
1122368007,2608,0.000725,359875560
1115989138,2608,0.000725,359875560
1101584268,2608,0.000725,359875560
1097955285,2608,0.000725,359875560
